,Unnamed: 0,doc_id,text,score1_int,num
26,27,27,       食記  肯德基 巨無霸 天府 花椒 時間        網誌 圖文          因為 下雨 過完 整個 週末 還是 沒能 一頓 像樣 週一 趁著 市區 醫生 所幸 肯德 基吃 午餐 嚐嚐 電視 上狂 天府 花椒 雞腿 究竟 麻麻 還是 辣辣的 炸雞 打算 吃飽 一點 所以 除了 單點 天府 花椒 雞腿 堡外 我們 還叫 六塊 飲料 分食 可惜 新出 風沙 賣完 沒點 巨無霸 天府 花椒 單點   套餐   之前  所謂 巨無霸 雞腿 失望  這次 意外 發現 份量 確有 改進 拿在手上 沉甸甸 不像 以往 大小 根本 沒有 加量 感覺 包裝 打開 一看 只是 雞腿肉 似乎 變大 只不過 還是 一樣 軟軟 扁扁的 賣相 不佳 漢堡 大吃 起來 有種 滿足感 脆皮 香酥可口 包覆 包及 萵苣 感覺 不會 油膩 肉質 軟嫩 雖然 沒有 廣告 裡面 那麼 厚厚的 一塊 搭配 起來 雞腿肉 相當 存在 重點 四川 花椒 滋味 如何  覺得 差強人意 花椒 甘甘 麻麻 香味 出來 整個 調得 甜膩 雞腿 排不太 而且 要說 辣度 不夠 差多了 感覺  桂花 豬排 同樣 錯誤 湊個 口味 反而 忽略 整體 食材 協調性 實對 肯德基 要求 相對 沒有 至少 這次 份量  滿意 口味 也還 可以 不過 體的 包裝 還有 漢堡 外觀 要求 真的 還有 進步 空間 人家 產品 開始 改進  提高 競爭力 加把勁 六塊 雞桶   上次 外帶 薄皮 回家 感覺 很差 懷疑 不會 太久 緣故 這次 不敢 大意 分別 希望 能替 薄皮 平反 一下 的確 一點 相較 肉質 還是 太乾太硬 要不是 脆皮 實在太   就是 嘴賤 好吃 剝掉 覺得 可惜 薄皮 真該 成為 拒絕往來 圖左 肉質 乾澀 鮮嫩 多汁 比較 燙口 法式 香草 葡萄 蛋撻 單點   一盒    真是 沒話說 層層 外皮 超級 酥脆 口味 不差 香草 芬芳 加上 香濃 下層 葡萄乾 有點 突兀 同樣 酸味 加點 檸檬 搞不好 適合 這餐 下來 真有夠 兩個 人花 三百多 也還 可以 接受 後來 東奔西跑 醫院 消耗 熱量 自我安慰 一路上 好像 有間  新店 要開 以後 比較 方便 新樂 戲院 旁邊 準備 開大眾 唱片 看來 基隆 這塊 市場 開始 慢慢 重視  肯德基 基隆 忠二店  基隆市 二路       圖文          記食 記遊 電影 音樂 生活 發信站 踢踢 實業     編輯  來自     ,-1,891
27,28,28,  介紹 工作    食記 異國 輕鬆 時間        晚來 很久 食記 因為 無名 陣子 真的 無法 上傳 所以 現在 這個 食記生 出來 興趣 朋友 看看 網誌          最近 電視 火熱  版上 不斷 食記 出現 於是 印下 折價 品嚐 這個 異國 輕鬆 看著  文宣 肯德基 異國 輕鬆 法國 義大利 墨西哥 特色 佐料 食材 包在 獨家 皮裏 提供 三種 美味 選擇 法式 鮭魚 異國 輕鬆 內含 營養價值 極高 阿拉斯加 深海 野生 鮭魚 搭配 香草 美稱 蒔蘿 異國 輕鬆 炸雞腿 肉條 搭配 多種 香料 調配 而成 凱薩醬 還有 新鮮 蘿蔓 萵苣 墨西哥 雞肉 異國 輕鬆 歷久彌新 口味 異國 輕鬆 可當 點心 可當 正餐 豐富 多變 超值 美味 生活 增添 輕鬆 樂趣 似乎 特別 樣子 好吃 聲音 所以 其實 可能 失望 心態 看看 第一個 動手 法式 鮭魚 異國 輕鬆 打開 包裝紙 只有 簡單 生菜 鮭魚 餅皮則 感覺 有點 看起來 的確  海報 還差 但是 之前 版上 聽說 這是 小雷 所以 自已 偷偷 拿出  無敵 小醬 嘿嘿 加分 其實 好吃 過去 除了 醬包 味道 的話 實在 吃不出 驚艷之處 接著 上場 義式 凱薩 異國 輕鬆 看起來 墨西哥 雞肉 差不多 廣告 有加 生菜 蘿蔓 吃不出來 感覺 就是 墨西哥 雞肉 不同 口味 而已 不過 比起 一個 鮭魚 口味 強烈 一點 雞肉 搭配 起來 不錯 最後 最後 就是 剩下 一個 墨西哥 雞肉 異國 輕鬆 雖然 老字號 墨西哥 雞肉 原本 相比 真的 縮小 一大截 不過 起來 原本 大同小異 只不過 變成 超級 迷你版 而已 不過 反而 最後 三個 之中 這個 還是 喜歡 而且 不夠 迷你版 雞肉 變回 正常 人生 減肥 無限 迴圈 天呀 發信站 踢踢 實業      個人 偏好 義式 凱薩        喜歡 法式 鮭魚        蒔蘿 起來 芥末 一樣       喜歡 順序 一樣       料太少       覺得 餅皮       我想問  無敵 小醬 什麼        覺得 凱薩 比較 好吃 酸酸 辣辣的 感覺       真的 很小       覺得 醬太少 不會 第二次     ,1,818
28,29,29,     食記 中壢 中東 路上 冷清  之雞米 花篇 時間        好讀 真相 網誌        台北 中壢 經過 這條 一側 同時 開著 兩間 裝潢 特別 明亮 漂亮 空間 寬敞 舒適 速食店  麥當勞 如同  剛剛 接近 晚上 宵夜 時間  前去 兩間 購買 人氣 真的 差超  只有 兩桌 客人 人家 麥當當 一樓 坐滿 滿滿 戶外 坐滿 整間 鬧哄哄 完全 不像 接近 午夜 不過 這也 著實 嚇一跳 因為 附近 除了 兩家 燈火 明亮 什麼 沒有 偏僻 一個 地方 但是 居然 這麼 學生 聚集 這裡 有的是 聚會 有些 約會 桌上 放筆電 像是 討論 報告 這樣 商機 疑惑 離開 之際 仍舊 沒個 明確 答案 不過 裝潢 舒適 程度 應該 討論 聚會 選擇 趁著 閃光 灰姑娘 相反 香魚 之際 意指 過了 午夜  點的 鐘聲 身價 立刻  漲成  雞米花 雞米花 兩種  獨享 經典 獨享  不過 小小 小小 小包 所以 選擇 經典  有變 比較 大嗎 但是 仍舊 很小 小小 小包 拳頭 這是 方便 比例尺 如果 知道 確切 大小 拿出 拳頭 看看 知道  三種 調味 玉米 塔可 香辣 搖搖 薯條 原理 一樣 倒進去 搖一搖 然後  雞塊 一樣 包裝袋 有個 可以 斯開 方便 食用 貼心 設計 至於 好不好 真的 覺得 除了 第一口 新鮮感 之外 其他 知道 怎麼 一整 整個 無言 粉包 味道 知道 怎麼 形容 虛假 雞米花 倒不如說 粉體 或許 喜歡 喜歡 至少 現在 噁心感 還是 一直 湧現 發信站 踢踢 實業      好友 親切感 因為 隔壁 正是 工作 地方       現在 對面 大樓       繼光 香香 雞還 比較 好吃 價格 一樣       那裡 中原 交界 中壢 七家 大學 學院       中原 元智 中央 南亞 萬能        元智 附近 那邊 很多 住宅區       偏僻 地方     ,1,687
29,30,30,  小虫子    食記 帕瑪森 起司 雞腿 脆米 薯餐 時間        終於 有空 爺爺 一口氣 快速 俐落 雞腿 起司 脆米 薯條 飲料 急凍 派對 系列 芒果 再加 一個 牛蒡 沙拉 新鮮         打開 漢堡 一腿 司粉 所以 照片 看不到 一點 起司 跡象 味道 濃濃 挺重 就是 但是 沒有 想像中  哼哼 廣告 感覺 特製 中間 紅紅的 但是 起來 味覺 已經 不想 醬味 最後 起司 底部 鹹味 令人 不想 起司 舔乾淨 感覺 這個 吃過 一次 高纖 牛蒡 沙拉 裡面 還有 一絲絲 不錯 沒有 其他 醬料 因為 牛蒡 已經 鹹味 下面 碎片 萵苣 因為 今天 點的 東西 熱量 不敢想像 所以 一些 蔬菜 減輕 罪惡感 剛剛 起司 雞腿 索性 旁塞 一大口 進去 配著吃 不錯 夏天 日頭 呀呀 爺爺 一口氣 推出 五種 飲料 急凍 派對 芒果 五種 飲料 給博派 變形金剛 一人 一杯 剛剛 對不起 變形金剛 上癮 症頭 芒果 注意 杯底 白白的 出來 看看 吸管 可以 吸起來 急凍 大概 冰塊 很多 意思 冰好 大喝一口 保證 可以 刷刷 口裡 起司 甜甜 芒果 心裡 注意 聽到 注意 立正 起司 脆米 薯條 來了 一杯 起司 一盒 脆米花 脆米花 目測 超過 千顆 以上 這時候 兒童 遊樂區 奇奇 樂園 傳來 刺耳 小鬼 尖叫聲 想要 小朋友 這杯 時候 打翻 地上 應該 首先 拿起 熱騰騰 薯條 一枚 練習 一下 如何 趁熱 趁熱 先沾好 起司 不要 太厚 不然 一下 不好 粘脆 上去 可以 杯杯 邊緣 刮掉 過多 可以 一點 放到 雞腿 脆米 薯條 千萬 不要 直接 薯條 沾米啊 薯條 這樣 不如 湯匙 直接 挖米 吃卡 一次 兩根 三根 可以 如果 單獨 薯條 起司 覺得 脆米 的確 搭配 因為 脆米花 沒有 味道 一起 剛剛 但是 薯條 很大 可以 多要 一些 番茄醬 看看 兩人 一邊 一邊 薯條 不錯 謝謝 收看 知道 今天 這裡       嚴禁 深夜 觀看 發信站 踢踢 實業      轉錄        明天 下班 一定 期代 好久       不過 薯條 失望 起司 不夠 香又太       樓上 本來 想要 薯條        吃法 組合 不錯 如果 選擇 更好       覺得 起司堡 還可  看店       同意 今天 拿到 保溫 一陣子     ,-1,914
30,31,31,      食記 肯德基 帕瑪森 起士 雞腿 薯條 時間        本文 轉錄         食記 肯德基 帕瑪森 起士 雞腿 薯條 時間        圖文           帕瑪森 起士 雞腿 已經 一段時間 新品 酥脆 雞肉 配上 起士粉 番茄醬 生菜 味道 想到 批薩 今天 雞肉 品質 外皮 酥脆 很多 整體 挺好吃 還是 比較 喜歡 雞腿 套餐 十元 升級成 脆米 薯條 一杯 起士 一杯 脆米 起士 脆米 普普 雖然 起士 脆米 不是 好吃 但是 好玩 有種  快感 西斯 後天 雞雞 就要 漲價 明天 去吃 雞腿        一些 發信站 踢踢 實業            一些 發信站 踢踢 實業      今天 這個 套餐 真的  感覺       芒果 有點 太甜 人工 芒果     ,1,296
31,32,32,  我要 征服 韓國    食記 肯德基 爺爺 墨西哥 莎莎 巨無霸 時間        圖文 讀版           文字版  遍佈 全省 肯德基 爺爺 一個 陰濕 午後 提著 沉甸甸 行李 準備 回家 無奈 錯過 社區 巴士 時間 火爸 火媽 剛好 外面 吃飯 所以 這次 午餐 自己 打發 什麼 好呢 公車 環顧 四週 熱騰騰 熱氣 的小 水餃 滷味 看著 手上 大包 行李 心想 要是 那邊 光顧 應該 顧人 怨吧 放上去 不小 空間 老闆 作生意 麻煩 所以 決定 肯德基 有點 午餐 大概 因為過 午餐時間 關係 下午 一點多 肯德基 並不多 一個 獨佔 人大 還有 很多 空間 看著 出品 墨西哥 莎莎 巨無霸 以及 最愛 雞腿 心中 交戰 最後 再給 肯德基 新品 一個 機會 所以 點了 巨無霸 套餐 並把 飲料 換成 玉米 先來 一個 套餐 全體 合照 那個 薯條 份量 真是 整個 不及格 應該 只有 盒子 一半 不到 原本 過去 櫃檯 換的 可是 自己 服務業 不想 當澳客 加上 時候 不是 非常 如果 換了 一包 正常  薯條 一定 自己 撐得 難過 吃不完 倒掉 浪費 就是 什麼 不斷 發福 原因 這次 薯條 濃湯 不是 重點 所以 略過 來看 主角 墨西哥 莎莎 巨無霸 堡吧 橫幅 來說 的確 大個 可是 看起來 扁扁的 雞肉 明顯 一邊 因為 一邊 看起來 普通 另一面 覺得 氣勢 驚人 曉得 是不是 形狀 關係 整個 漢堡 顯得 極為 平衡 來看 看裡頭 醬料 只能 可憐 四個 字來 形容 莎莎醬 只有 一點點 生菜 只有 一點點 太久 沒去 速食 要醬 真是 整個 失策 味道 而言 這款 漢堡 之前 什麼 好吃 多了 味道 融合 這款 巨無霸 細細 品嚐 之下 的確 可以 嘗到 些許 辣味 是不是 明顯 並且 帶著 些微 酸味 雖然 表現 上次 帕馬森起 司堡 可是 還是 會回 原始 雞腿 懷抱 這款 要醬 的話 可能 整個 堡變 冷冷的 溫度 明顯 比卡 雞腿 許多 或許 可以 嘗鮮 一下 但是 不值 得點                發信站 踢踢 實業      喜歡 那個 但是 比較       記得 帕馬森起 司堡 難吃 泰式 酸辣 雞腿       不錯 而且 雙層 現在 不知 為何     ,-1,868
32,33,33,  奶油 不飛     食記 北京  體會 時間        圖文 網誌 請點          店名 肯德基 地點 北京市 軍事博物館 附近 來到 北京 旅遊 本來 帶著 很大 決心 每頓 一定 好好 品味 不同 風味小吃 就算 踩到 地雷 放棄 不過 肚子 一餓 時候 意志力 相形 薄弱 許多 連過 馬路 時間 不能 浪費 旅行社 簽訂 兩天 輝騰錫樂 草原 兩天 一夜 旅行團 下午 兩點 左右 已經 餓得 肚子 大吼 看見 熟悉  馬上 改口 入內 品味 實在 店員 實在 親切 難得 台灣 碰到 速食店 出現 不耐煩 表情 語氣 大陸 司空見慣 迅速 點了 餐點 下午 兩點 時刻 座無虛席 後來 終於 找到 座位 偷偷地 大陸  菜單 蓮藕 沙拉 推出 飲品 可真 便宜 卡拉 雞腿 內地 名稱 相同 其實 剛剛 圖片 發現 起來 感覺 沒有 台灣 不過 口味 差不多 媽米 北京 雞肉 非常 嘴唇 好像 醃漬 脫皮 看到  我們 便將 附餐 薯條 換成 沙拉 小小 一個 迷你 可愛 玉米 蔬菜 口味 還蠻 好吃 玉米粒 很甜 其他 東西 搭配 起來 清爽 好吃 蓮藕 口味 特別 有點 酸酸的 一口 不是 喜歡 最後 這邊 不管  還是 麥當勞 套餐 飲料 小杯 另外 加錢 才能 變成 後來 某天 下午茶  解渴 休息 於是 試喝 菜單 飲料 雪頂 芒果 沁飲 飲料 本身 汽水 芒果 味道 芒果 不是 新鮮 總體 來說 味道 普通 不過 一杯 要價  有點 北京 旅行 期間 我們 總共 兩次  兩次 麥當勞 而後 終於 知道 什麼  大陸 受歡迎 程度 遠比 麥當勞 很多 個人 覺得 大陸 麥當勞 真的  難吃 好多 發信站 踢踢 實業    ,1,612
33,34,34,  代表 知道    食記 肯德基 可爾 必斯莎瓦 起司 脆米 薯條 時間        餐廳 名稱 肯德基 中壢 地址  中壢市 中正路  電話   營業時間 請見 官網 價位 範圍 每人   心得 有圖 網誌         肯德基 最近 推出 很多 餐點 薯條 身為 肯德基 最佳  當然 要來 嚐鮮 今天 本來 目的 只有 薯條 臨時 加點 其實 薯條 就是 一般 薯條 夠味 黏上 幾粒 這個 說穿 應該 就是 小時候 常常 看到 有人 賣的 只是 加糖 而已   一道 完全 不是 我的茶 辦法 吸引 不如 加上 原先 蕃茄醬  薯條 本來 好吃 勉強 薯條 那用 十元 升級 送給 垃圾筒 再來 這個 飲料 好像 現在 工作人員 現調 先是 加入 成分 注入 七喜 飲料 不太 了解 實際 作業 過程 第一口 感覺 有點 不是 難喝 會愈 順口 喝到 後來 快沒了 還把 一杯 七喜 加進來 味道 還是 不錯 知道 是否 特定 飲料 名稱 起來 口感 有點 像是 雞尾酒 官網 是說 酒精   這麼 熱的 天氣 這個 真不錯 喜歡 我吧 手寫        發信站 踢踢 實業     編輯  來自        氣泡 一種 有人 加酒 進去 可以       可爾 必思 原汁 七喜 或雪碧 伏特加 自己       罐裝  好喝     ,1,505
34,35,35,  種花    熊食記 肯德基 巴黎 卡菲 豬排 時間        網誌        肯德基 推出 豬排 當然 搶先 嚐試 雖然 吃過 晚餐 還是 外帶 一個 回家  包裝 其他 漢堡 沒什麼 不同 只是 一張 新品 貼紙 不過 連貓 興趣 原本 懶洋洋 地上 看到 我要 打開 馬上 趴在 桌邊 外觀 看來 沒有 想像中 夾心 豬排 差不多 掀起 上面 裡面 非常 蕃茄片 還有 一些 生菜 聞起來 沒有 什麼 特別 味道 咬下 一口 豬排 厚度 還不差 口感 不會 太老 起司 味道 出來 至於 巴黎 卡菲 因為 沒吃過 這種 所以 知道 真正 味道 為何 這個 豬排 巴黎 卡菲 味道 淡淡的 總結 來說 這次 豬排 味道 還算  口感 不錯 再次 購買 產品 迎來 種花      發信站 踢踢 實業      熊大 周六日 聯合報 晚報 這份 買一送一 券的呢      那種 吃過 一直 想不起來 哪裡 吃過       今天 原價 購買      今天  特價 一個 感覺  應該 不會      卡菲 不過 日本 這個 南蠻      每個 同事 過醬 西提 鮮蝦 蘆筍 莎拉 那個    ,1,420
35,36,36,     食記  天府 花椒 巨無霸 時間        加大 版的 雞腿 其實 也並 不是 第一次 之前 幾次 這次 換了 訴求 再起 命為 天府 花椒 並且 雞腿 加大 份量 搭配 廣告 強力 放送 感覺 真是 誘人 怎麼 吃呢 但是 考量 份量 加大 加上 天府 花椒 套餐 搭配 奶油 玉米 感覺 不是 興趣 所以 單點 一個 上熱 紅茶 結帳 紅茶 送到 餐盤 有點 不敢相信 紅茶 份量 居然 變大 記得 之前 小小 一杯 根本 不夠 沒想到 現在 變大 難道 專為 巨無霸 搭配 容量 還是 真的 整個 調整 不管 如何 感覺 還是 滿心 代表 不必 之前 一樣 小心 地控 制喝 速度 才能 從頭 喝到 漢堡 餐盤 時間 視線 搜尋 一遍 改版 過的櫃 商品目錄 什麼 榛果 蛋塔 繼續 存在 架上 那個 真是 好吃 嗚嗚 不久 巨無霸 送到 餐盤 看著 一個 包覆 滿大 一個 漢堡 真是太 令人 感到高興 大大的 巨無霸 流著 口水 沒有 榛果 蛋塔 可以 點選 遺憾 尋找 一個 位子 坐定 興奮 打開 智慧 包裝紙 果然 騙人 漢堡 真真實實 一個 無骨 雞腿 以往 大小 腿肉 後來 縮水 一樣 散發 誘人 香氣 但是 因為 這個 特別版 標榜 的是 花椒 所以 想必 醬汁 應是 花椒 好奇 之下 翻開 漢堡 起來 看一看 看到 取代 白色 美奶 橘紅色 醬汁 聞一聞 沒有 聞到 入何 濃重 花椒 不到 得到 了吧 於是 大口 大口 一口 一口 咀嚼 鬆軟 漢堡 真是太 令人感動 著炸得 金黃 香酥 帶有 雞汁 鮮嫩 雞腿肉 媽呀 炸雞 果然 還是 肯德雞 正點 美味 令人感動 好久 終於 咬到 花椒 但是 知道 什麼 花椒 醬給 感覺 沒有 什麼 花椒 而且 一點 沒有 麻舌感 太甜 於是 花椒 花椒 所以 沒有 廣告 麻辣 不過 並不 完全 沒有 而是 雞腿 腿肉 本來 就是 刷入 辣椒醬 再炸 所以 來自 這裏 只是 這次 雞腿肉 沒有 辣椒醬 所以 巨無霸 天府 花椒 最後 不但 不辣 不麻 反而 感覺 很甜 奇怪 仍然 不能 否決 好吃 漢堡 金黃 酥脆 炸雞腿 發信站 踢踢 實業      還以 吃錯       覺得 醬太甜 如果 原本 雞腿       要是 這麼 太棒了     ,-1,912
36,37,37,  小虫子    食記 肯德基 德國 香腸 凱薩 雞肉 時間         肯德基 德國 香腸 凱薩 雞肉 週末 時候 想要 吃點 一樣 東西 容易 電視廣告 拐去 那種 客人 每次 肯德基 演美 湄想 一國 料理 這回 德國 香腸 點了 輕鬆 凱薩 雞肉 德國 腸腸 外加 玉米湯 鄉民 發現 輕鬆 現在 薯條 大概 新聞 消息 速食店 盤紙 含有 螢光 今天 用餐 沒有 拿到 盤紙 然後 薯條 被裝 紙袋 內用 店員 這樣 比較 乾淨 不過 最近 拿到 肯德基 盤紙 發現 印了 溫馨 叮嚀 食物 調味 最好 放在 原有 包裝容器 食用 無非 希望 大家 不要 直接 盤紙 自己 習慣 放在 杯蓋         凱薩 雞肉 德國 香腸 瞧瞧 兩卷 打開 樣子 一條條 白色 酸菜 黃色 芥茉 香腸 好吃 但是 酸菜 這裡 奇怪 德國人 香腸 特別 佐料 總之 習慣 酸菜 存在 特別 店員 確認 一下 的確 酸菜 好吃 香腸 不長 大概  公分 而已 生菜 除了 萵苣 沒有 看到 圖片 深綠色 生菜 產品 實在 差太多 但是 用餅 香腸 應該 算是 創意 呵呵 今天 凱薩 怪怪的 概念 凱薩醬 蘿蔓葉 王道 不過 起來 怎麼 只有 萵苣 然後 因為 只有 一條 雞肉 餅皮 很多  下次 應該 集中 這樣 起來 可能 爽度 加倍 知道 今天 這裡       嚴禁 深夜 觀看 發信站 踢踢 實業      看到 德國 香腸 遠觀 好像 台灣 香腸        德國 酸菜 真的 很多       正宗 德國 酸菜 美味     ,1,588
37,38,38,       食記 肯德基 普羅旺斯 烤雞 時間               圖文 肯德基 普羅旺斯 烤雞 單點  這張 實物圖 剛好 可以 上面 那張 廣告 圖作 比較 果然 廣告 僅供參考 另外 一樣 烤腿堡 一款 紐澳 良烤 盒裝 這次 怎麼 變成 普通 包裝 其實 這個 漢堡 折價 單點 可以 便宜  只是 幾天 五月 才能 使用 趕快 嚐鮮 懶得 幾天 只有 這塊 雞腿肉 這樣 雖然 沒有 小到 哪裡 包小 許多 相較 之下 顯得 真的 廣告 那塊 還大 雞腿肉 雞腿肉 顏色 看起來 可口 不過 皮和肉 分離 徹底 一面 沒有 意識 這是 充滿 香料 提味 雞腿肉 翻到 另一面 想到 這回 另一面 可以 看到 羅勒 迷迭香 香草 樣子 當然 這些 香草 調和 整塊 雞腿 濃厚 香味 生菜 部份 就給 很大 佈滿 整塊 萵苣 番茄 丁配 所謂 橄欖油 香草 這款 漢堡 一個 美味 地方 本來 一頭 下去 雞腿肉 芝麻 包間 大塊 空隙 整個 削弱 念頭 所以 個頭 至少 這面 緊密度 很多 生菜 雞腿肉 全部 一起 下去 好吃 過癮 總結 大致 上還 不錯 印象 深刻 實物 廣告 實在 差太多 這新 漢堡 電視廣告 速食店 漢堡 精緻 打開 漢堡 包裝 第一個 想法 卻是 精緻 相反詞  過這也 只是 賣相  實際 起來 還是 一定 水準    發信站 踢踢 實業      四月 限定 紐奧良 折價券       換成 普羅旺斯       知道 什麼 看到 推文        其實 沒差 知道 可以 換嘛        折價券 哪裡 可以 拿的到       折價 店裡 不發 各店 會派 出去       置底 優惠卷 列印       失望      ,1,643
38,39,39,  愛瞇 其實 藍星    食記 肯德基 火腿 起司 燒餅 西班牙 香腸 蛋餅 時間       第一次 這邊 首度 分享 肯德基 早餐 心得 希望 大家 不棄 這是 圖文並茂 網誌        今天 大家 分享 昨天 愛心 早餐 肯德基 火腿 起司 燒餅 西班牙 香腸 蛋餅          包裝 可愛 肯德基 早餐 包裝 可愛 童趣 路線 因為 趕著 上班 還好 他們 有免 下車 外帶 車道 有圖 真相 男友 兩人 分別 點了 一樣 通常 負責 負責 起司 火腿 燒餅 男友 西班牙 香腸 蛋餅          喜歡 起司 雖然 主廚 燻雞 很多 推薦 忍不住 還是 點了 火腿 起司           蛋餅 可愛 包裝 各點 一杯 奶茶 奶茶 香味 蠻重 微甜且 不膩 奶茶 還蠻 說好 當然 不能 錯過 而且 奶茶 很大 好像 喝到 下午 喝完          蛋餅 西班牙 香腸 男友 好吃 熱愛 香腸 蛋餅 裡面 夾著 香脆 香腸 還有 厚厚的 煎蛋 當然 少不了 脆脆 萵苣 喜歡 清爽 口味 女孩子 應該 喜歡 這個 蛋餅 除了 西班牙 香腸 一個 選擇 肉鬆 口味                   燒餅 除了 白芝麻 看起來 真的 不用 以外 口感 非常 香酥 傳統 早餐 燒餅 餅皮 蓬鬆 多層 其實 傳統 燒餅 差蠻 難怪 包裝 寫明 歐式 燒餅 口感 傳統 燒餅 豐富 喜歡 甜醬 好吃 早上 變得 開胃 可以 順利 早餐 光光                    兩個 一百二十塊 但是 我們 有點 心血來潮 沒有 折價券 不然 便宜 下次 挑戰 歐式 巧達 喜歡 人家 一樣 東西 認真 覺得 好吃 推薦 沒吃過 肯德基 早餐 可以 吃看      一直 看電視 不敢 逛街 這樣 比較 省錢 發信站 踢踢 實業    ,1,609
39,40,40,  圈圈    食記 肯德基 沖繩 黑糖 蛋塔 時間        圖文 讀版          如果 一個月 不吃 甜點 蛋糕 應該 想到 很多 應該 一樣 呵呵 不然  怎麼 現在 幾乎 每個 鄉鎮 今天 不聊 蛋糕 分享 蛋塔 所以 我該 慶幸 善化 肯德基 荷包 可以 守住 百元 左右 還是 粉傷 就算 沒有 爺爺 還是 熟客 蛋塔迷 記得 幾年 蛋塔風 造就 這個 甜點 瘋迷 那個 時候 愛上 玩意 怎麼 這麼 該死 好吃 感謝 發明 甜點 師傅 可惜 蛋塔 風潮 過後 要間 像樣 好吃 蛋塔 店還 真難 都市區 可能 還有 希望 鄉下 地方 根本 空想 有人 推荐 幸好 還有 爺爺 存在 解決 蛋塔 思念 不是 那種 單個 單個 客人 一次 就是 肯基 基真 厲害 熟客 應該 就是 這樣 產生 單價 可以 提高 消費者 便宜 算是 雙贏 今天 衝著 沖繩 黑糖 善化 已經 三個 玩意 來到 高雄 當然 要來 解解饞 彌補 思慕 那個 白白的 地方 就是 有點  圈出  口感 就是 外皮 脆脆 地方  好像 廢言厚 可以 冰冰 試過 口感 一樣 大家 可以 試試 真的 細細 綿綿 地古 早味炭 口感  年來 品質 用心 堅持 我們 用心 做好 食材 歡迎您 品嚐 味道 蕃薯 媽媽 歡迎您 來訪 小店 部落       發信站 踢踢 實業    ,1,527
40,41,41,      新聞 攀附 肯德基 商譽 指王 卡拉 商行 各罰  萬元 時間        攀附 肯德基 商譽 指王 卡拉 商行 各罰  萬元 寄給 朋友 友善 列印 中央社 記者 林惠君 台北 十八 日電 行政院 公平交易 委員會 今天 表示 指王 口卡 拉脆 公司 卡拉 商行 使用 台灣百 肯德基 表徵 類似  及圖 雞圖 卡拉 商品 攀附 他人 著名 商譽 榨取 努力 成果 各處 新台幣  萬元 卡拉 名稱 指王 公司 卡拉 商行 其他 商品 卡拉 雞腿 全家  上面  墨西哥 雞肉 口卡 雞腿 商品名稱 攀附 他人 著名 商譽 行為 公平 委員 榮隆 表示 兩家 販售 商品 外觀 得知 攀附 肯德基 商品名稱 但並 商標 仿冒 指出 指王 卡拉 商行 不能 相同 方式 行銷 商品 可以 繼續 販賣 公平 表示 商品名稱 相同 卡拉 商行 指王 外帶 全家 炸雞 招牌 及點 餐單 大量 使用 肯德基 公司 雷同 紅白 藍三色 設色 雖未致 混淆 整體 以觀 積極 攀附 肯德基 公司 商譽 榨取 他人 努力 成果 行為 違反 公平  發信站 踢踢 實業    ,1,407
41,42,42,  風風    情報 肯德基 早餐 日賣 萬份 百視  跟進 時間        來源 全文 不景氣 就連 一向 財力雄厚 美商 不得不 低頭 積極 擴展 營業項目 增闢 財源 因為 台灣 千億 早餐 商機 肯德基 今年 開始 賣起 燒餅 早餐 平均 日銷 高達 萬份 目前 全台 最大 租片 連鎖 百視 拷片 網路 頻寬 愈來愈 影響 今年  業績 租片 去年同期 下滑 客人 短少  百視 決定  開始 早餐 多元化 經營 補足 業績 缺口 台灣 早餐 速食 促進 協會 預估 早餐 市場 千億 商機 肯德基 積極 搶攻 這塊 大餅 從今 開始 賣起 燒餅 中式 早餐 肯德基 公共 事務部 經理 古玟 指出 目前 肯德基 燒餅 早餐 全台  分店 截至  月底 銷售量  萬份 相當於 賣出 萬份 早餐 銷售 業績 驚人 肯德基 同時 推出  早餐 套餐 價格 直接  折起 原價  歐式 巧達 套餐 為例 持卡 消費 特價  現省  長期 外食 而言 可省 不少 餐費 肯德基 預計  全新 早餐 消費者 精打細算 消費 選擇 傳統 早餐 人潮  全省  影音 連鎖 會員 超過  百視 對抗 不景氣 月初 台北 大安 旗艦店 推出 全台 結合 影音 餐飲 玩具 書店 複合 預計 年內 再展  家店 百視 副總經理 鄺笑蓮 表示 將在  左右 推出 西式早餐 價格   另外 擁有  連鎖 咖啡店 丹堤 積極 搶攻 早餐 市場 丹堤 咖啡 副總經理 徐恆鈞 強調 蔬菜 丹麥 燒餅 賣出 萬份 成績 屬於 熱銷 商品  推出 養生 巧達 預估 賣出 萬份 針對 肯德基 美商 紛紛 跨足 早餐 市場 台灣連 加盟 促進 協會 祕書長 李培芬 分析 平均 價位  速食店 的確 價位  一般 傳統 早餐 店貴  左右 不過 還是 很受 都會區 消費者 青睞 整體 看來 至少 傳統 餐店 短少  人潮 分隔線 那麼 早餐  早餐 比較 好吃   豐富 可惜  店太少 發信站 踢踢 實業      百視      百視 早餐 有空 吃看      百事 達賣 早餐      到時候 可以 做百視 早餐 食記       家俱 真的 比較      我們 百視 好不好 不知情 百視 不能      我們 百事 達吃 影片    ,1,814
